company_name,address,summary,details,website,stock_code
AJ LUCAS GROUP LIMITED,"Level 22, 167 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000","A leading provider of drilling services to the energy and resources sectors, but primarily focused on delivering a suite of degasification
and exploration drilling and related services to Australian metallurgical coal mines. The Company is also an operat","A leading provider of drilling services to the energy and resources sectors, but primarily focused on delivering a suite of degasification
and exploration drilling and related services to Australian metallurgical coal mines. The Company is also an operat",http://www.lucas.com.au,AJL
ARMOUR ENERGY LIMITED,"Level 27, 111 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000","Armour Energy is an ASX Listed exploration and production company focussed on the discovery, development and production of world class gas and associated liquids resources.","Armour Energy is an ASX Listed exploration and production company focussed on the discovery, development and production of world class gas and associated liquids resources.",https://www.armourenergy.com.au/,AJQ
ALEXIUM INTERNATIONAL GROUP LIMITED,"C/- Mertons Corporate Services Pty Ltd, Level 7, 330 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",Development and Licensing of Reactive Surface Technology and Fire Retardant Nylons,Development and Licensing of Reactive Surface Technology and Fire Retardant Nylons,http://www.alexiuminternational.com,AJX
ASAPLUS RESOURCES LIMITED,"21 Bukit Batok Crescent #15-74, WCEGA TOWER, AUSTRALIA,",Iron ore exploration.,Iron ore exploration.,http://www.asaplusresources.com,AJY
ACADEMIES AUSTRALASIA GROUP LIMITED,"Level 6, 505 George Street, SYDNEY, NSW, AUSTRALIA, 2000",The provision of training and education services.,The provision of training and education services.,http://www.academies.edu.au,AKG
ASPIRE MINING LIMITED,"Level 5, 126-130 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",Coking Coal exploration and development in Mongolia.,Coking Coal exploration and development in Mongolia.,http://www.aspiremininglimited.com/,AKM
AUKING MINING LIMITED,"C/- HopgoodGanim Lawyers, Level 8, 1 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000","Gold, copper and base metals exploration and development","Gold, copper and base metals exploration and development",http://www.aukingmining.com,AKN
AKORA RESOURCES LIMITED,"12 Anderson Street West, BALLARAT, VIC, AUSTRALIA, 3350",Exploration and development of iron ore,Exploration and development of iron ore,https://www.akoravy.com/,AKO
AUDIO PIXELS HOLDINGS LIMITED,"Suite 3,, Level 12, 75 Elizabeth Street, SYDNEY, NSW, AUSTRALIA, 2000",Development of a technological platform for reproducing sound for the production of speakers.,Development of a technological platform for reproducing sound for the production of speakers.,http://www.audiopixels.com.au,AKP
AML3D LIMITED,"35 Woomera Avenue, EDINBURGH, SA, AUSTRALIA, 5111","AML3D is a welding, robotics, metallurgy and software business which uses automated wire-fed 3D printing in a large freeform environment to produce metal components and structures for commercial use.","AML3D is a welding, robotics, metallurgy and software business which uses automated wire-fed 3D printing in a large freeform environment to produce metal components and structures for commercial use.",http://www.aml3d.com,AL3
ALDERAN RESOURCES LIMITED,"Suite 1, Level 6, 350 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",Mineral exploration,Mineral exploration,http://www.alderanresources.com.au,AL8
AROVELLA THERAPEUTICS LIMITED,"Suite 1, Level 3, 62 Lygon Street, CARLTON, VIC, AUSTRALIA, 3053",A biotechnology company focused on developing its invariant Natural Killer T (iNKT) cell platform for cancer treatment.,A biotechnology company focused on developing its invariant Natural Killer T (iNKT) cell platform for cancer treatment.,https://www.arovella.com,ALA
ALBION RESOURCES LIMITED,"Level 11, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Exploration and project development,Exploration and project development,https://albionresources.com.au/,ALB
ALCIDION GROUP LIMITED,"Level 4, 100 Albert Road, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",Provider of intelligent informatics software for high performance healthcare,Provider of intelligent informatics software for high performance healthcare,http://www.alcidion.com,ALC
AMPOL LIMITED,"29-33 Bourke Road, ALEXANDRIA, NSW, AUSTRALIA, 2015","Purchase, refining, distribution, and marketing of petroleum products and the operation of convenience stores.","Purchase, refining, distribution, and marketing of petroleum products and the operation of convenience stores.",http://www.ampol.com.au/,ALD
ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED,"Level 25, 91 King William Street, ADELAIDE, SA, AUSTRALIA, 5000",Argo Global Listed infrastructure Limited is an investment company which invests in a global portfolio of listed infrastructure securities.,Argo Global Listed infrastructure Limited is an investment company which invests in a global portfolio of listed infrastructure securities.,http://www.argoinfrastructure.com.au,ALI
ALKANE RESOURCES LIMITED,"Level 4, 66 Kings Park  Road, WEST PERTH, WA, AUSTRALIA, 6005","Mining and production of gold, and exploration for gold and other minerals.","Mining and production of gold, and exploration for gold and other minerals.",http://www.alkane.com.au,ALK
ARISTOCRAT LEISURE LIMITED,"Building A, Pinnacle Office Park, 85 Epping Road, NORTH RYDE, NSW, AUSTRALIA, 2113","Designs, develops, manufactures and markets a diverse range of products and services including electronic gaming machines, casino management systems, and digital social games.","Designs, develops, manufactures and markets a diverse range of products and services including electronic gaming machines, casino management systems, and digital social games.",http://www.aristocrat.com,ALL
ALMA METALS LIMITED,"Suite 1, 245 Churchill Avenue, SUBIACO, WA, AUSTRALIA, 6008",Australian base metals exploration,Australian base metals exploration,http://www.almametals.com.au,ALM
ALS LIMITED,"Level 2, 299 Coronation Drive, MILTON, BRISBANE, QLD, AUSTRALIA, 4064","The provision of professional technical testing services to the global Minerals, Life Sciences, Energy and Industrial sectors.","The provision of professional technical testing services to the global Minerals, Life Sciences, Energy and Industrial sectors.",http://www.alsglobal.com,ALQ
ALTIUM LIMITED,"Level 6, Tower B, The Zenith, 821 Pacific Highway, CHATSWOOD, NSW, AUSTRALIA, 2067",Development and sales of computer Software for the design of electronic products.,Development and sales of computer Software for the design of electronic products.,http://www.altium.com,ALU
ALVO MINERALS LIMITED,"Level 4, 96-100 Albert Road, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",Mineral exploration,Mineral exploration,http://www.alvo.com.au/,ALV
ATLAS ARTERIA,"Level 1, 180 Flinders Street, MELBOURNE, VIC, AUSTRALIA, 3000","Global owner, operator and developer of toll roads","Global owner, operator and developer of toll roads",https://www.atlasarteria.com/,ALX
ALCHEMY RESOURCES LIMITED,"Level 3, 88 William Street, PERTH, WA, AUSTRALIA, 6000",Gold Exploration,Gold Exploration,http://www.alchemyresources.com.au,ALY
ARCADIA MINERALS LIMITED,"Oak House, Hirzel Street, ST PETER PORT, GUE, GUERNSEY, GY1 3RH",Mining Exploration,Mining Exploration,https://arcadiaminerals.global/,AM7
AMA GROUP LIMITED,"Level 13, 484 St Kilda Road, MELBOURNE, VIC, AUSTRALIA, 3004","Vehicle aftercare and accessories market, including smash repair shops, automotive and electrical components, vehicle protection bull bars and other servicing workshops for brakes and  transmissions","Vehicle aftercare and accessories market, including smash repair shops, automotive and electrical components, vehicle protection bull bars and other servicing workshops for brakes and  transmissions",http://www.amagroupltd.com,AMA
AMCOR PLC,"Level 11, 60 City Road, SOUTHBANK, VIC, AUSTRALIA, 3006","Development and production of rigid and flexible packaging for a variety of food, beverage, pharmaceutical, medical-device, home and personal care and other fast moving consumer end markets.","Development and production of rigid and flexible packaging for a variety of food, beverage, pharmaceutical, medical-device, home and personal care and other fast moving consumer end markets.",http://www.amcor.com,AMC
ARROW MINERALS LTD,"Suite 5, 63 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",Mineral exploration company exploring in West Africa,Mineral exploration company exploring in West Africa,http://www.arrowminerals.com.au,AMD
ALTO METALS LIMITED,"Suite 9, 12-14 Thelma Street, WEST PERTH, WA, AUSTRALIA, 6005",Mineral exploration.,Mineral exploration.,http://www.altometals.com.au,AME
AMCIL LIMITED,"Level 21, 101 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",Listed Investment Company.,Listed Investment Company.,http://www.amcil.com.au/,AMH
AURELIA METALS LIMITED,"Level 17, 144 Edward Street, BRISBANE, QLD, AUSTRALIA, 4000","Gold and Base Metal Mining and Exploration in NSW, Australia.","Gold and Base Metal Mining and Exploration in NSW, Australia.",http://www.aureliametals.com.au,AMI
AEON METALS LIMITED.,"C/O Automic Pty Ltd, Level 5, 126 - 130 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",Exploration for copper and cobalt,Exploration for copper and cobalt,http://www.aeonmetals.com.au,AML
ARMADA METALS LIMITED,"Level 10, Kyle House, 27 Macquarie Place, SYDNEY, NSW, AUSTRALIA, 2000",Mineral exploration,Mineral exploration,https://armadametals.com.au/,AMM
AGRIMIN LIMITED,"2C Loch Street, NEDLANDS, WA, AUSTRALIA, 6009",Agricultural minerals company with a focus on developing sulphate of potash assets.,Agricultural minerals company with a focus on developing sulphate of potash assets.,http://www.agrimin.com.au,AMN
AMBERTECH LIMITED,"Unit 1, 2 Daydream Street, WARRIEWOOD, NSW, AUSTRALIA, 2102","Distribution network of professional, commercial and residential installers, consumer electronics (CE) & musical instrument (MI) retailers, content creators, broadcasters, government and non-government users of communications infrastructure across Austral","Distribution network of professional, commercial and residential installers, consumer electronics (CE) & musical instrument (MI) retailers, content creators, broadcasters, government and non-government users of communications infrastructure across Austral",http://www.ambertech.com.au,AMO
AMP LIMITED,"Level 29, 50 Bridge Street, SYDNEY, NSW, AUSTRALIA, 2000","Provider of life insurance, superannuation, pensions and other financial services in Australia and New Zealand.","Provider of life insurance, superannuation, pensions and other financial services in Australia and New Zealand.",http://www.amp.com.au/,AMP
ATOMOS LIMITED,"Level 6, 700 Swanston Street, CARLTON, VIC, AUSTRALIA, 3053","Global software and hardware technology company that creates, develops and commercialises video monitors/recorders for the rapidly growing video content creation market","Global software and hardware technology company that creates, develops and commercialises video monitors/recorders for the rapidly growing video content creation market",http://www.atomos.com,AMS
ALLEGRA MEDICAL TECHNOLOGIES LIMITED,"Level 8, 18-20 Orion Road, LANE COVE WEST, NSW, AUSTRALIA, 2066",Developer and manufacturer of prosthetic implants and medical devices.,Developer and manufacturer of prosthetic implants and medical devices.,http://www.asdm.com.au,AMT
AEROMETREX LIMITED,"51-53 Glynburn Road,, GLYNDE, SA, AUSTRALIA, 5070","Aerometrex is a professional aerial mapping business, specialising in aerial photography, photogrammetry, LiDAR, 3D modelling and aerial imagery subscription services","Aerometrex is a professional aerial mapping business, specialising in aerial photography, photogrammetry, LiDAR, 3D modelling and aerial imagery subscription services",https://aerometrex.com.au,AMX
ANAGENICS LIMITED,"Suite 204, Level 2, 55 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000",Health and beauty-tech business.,Health and beauty-tech business.,http://www.anagenics.com,AN1
ANSARADA GROUP LIMITED,"Level 2, 80 George Street, THE ROCKS, NSW, AUSTRALIA, 2000",Provider of cloud-based Software as a Service information (SaaS) governance solutions,Provider of cloud-based Software as a Service information (SaaS) governance solutions,https://www.ansarada.com,AND
AUSTIN ENGINEERING LIMITED,"100 Chisholm Crescent Kewdale, PERTH, WA, AUSTRALIA, 6105","Manufacture, assembly, repair and maintainance (on and off-site) of products used in the mining and resources sector","Manufacture, assembly, repair and maintainance (on and off-site) of products used in the mining and resources sector",http://www.austineng.com.au,ANG
AMANI GOLD LIMITED,"Suite 1, 295 Rokeby Road, SUBIACO, WA, AUSTRALIA, 6008",Gold exploration,Gold exploration,http://www.amanigold.com,ANL
ANSELL LIMITED,"Level 3, 678 Victoria Street, Richmond, VIC, AUSTRALIA, 3121","Ansell (ASX: ANN) is a global leader in safety solutions and an integrated manufacturer of personal protection equipment for healthcare and industrial workplaces. Each day, over 10 million workers in more than 100 countries trust their safety to Ansell br","Ansell (ASX: ANN) is a global leader in safety solutions and an integrated manufacturer of personal protection equipment for healthcare and industrial workplaces. Each day, over 10 million workers in more than 100 countries trust their safety to Ansell br",http://www.ansell.com,ANN
ADVANCE ZINCTEK LIMITED,"1821 Ipswich Road, ROCKLEA, QLD, AUSTRALIA, 4106",Developer and manufacturer of advanced materials products,Developer and manufacturer of advanced materials products,http://www.advancezinctek.com,ANO
ANATARA LIFESCIENCES LTD,"c/- Perks, Level 8, 81 Flinders Street, ADELAIDE, SA, AUSTRALIA, 5000",Developing non-antibiotic oral solutions for gastrointestinal diseases in animals and humans.,Developing non-antibiotic oral solutions for gastrointestinal diseases in animals and humans.,http://anataralifesciences.com,ANR
